Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Protein stable ID	Protein stable ID version	Gene name	Source of gene name
ENSMUSG00000095002	ENSMUSG00000095002.4	ENSMUST00000079810	ENSMUST00000079810.3	ENSMUSP00000078739	ENSMUSP00000078739.3	Or6c66	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000214182	ENSMUST00000214182.2	ENSMUSP00000149485	ENSMUSP00000149485.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000214182	ENSMUST00000214182.2	ENSMUSP00000149485	ENSMUSP00000149485.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000214182	ENSMUST00000214182.2	ENSMUSP00000149485	ENSMUSP00000149485.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000214182	ENSMUST00000214182.2	ENSMUSP00000149485	ENSMUSP00000149485.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000217364	ENSMUST00000217364.2	ENSMUSP00000150406	ENSMUSP00000150406.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000217364	ENSMUST00000217364.2	ENSMUSP00000150406	ENSMUSP00000150406.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000217364	ENSMUST00000217364.2	ENSMUSP00000150406	ENSMUSP00000150406.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000217364	ENSMUST00000217364.2	ENSMUSP00000150406	ENSMUSP00000150406.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000216446	ENSMUST00000216446.2	ENSMUSP00000151080	ENSMUSP00000151080.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000216446	ENSMUST00000216446.2	ENSMUSP00000151080	ENSMUSP00000151080.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000216446	ENSMUST00000216446.2	ENSMUSP00000151080	ENSMUSP00000151080.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000216446	ENSMUST00000216446.2	ENSMUSP00000151080	ENSMUSP00000151080.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000213820	ENSMUST00000213820.2	ENSMUSP00000149826	ENSMUSP00000149826.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000213820	ENSMUST00000213820.2	ENSMUSP00000149826	ENSMUSP00000149826.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000213820	ENSMUST00000213820.2	ENSMUSP00000149826	ENSMUSP00000149826.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000213820	ENSMUST00000213820.2	ENSMUSP00000149826	ENSMUSP00000149826.2	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000071126	ENSMUST00000071126.3	ENSMUSP00000071126	ENSMUSP00000071126.3	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000071126	ENSMUST00000071126.3	ENSMUSP00000071126	ENSMUSP00000071126.3	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000071126	ENSMUST00000071126.3	ENSMUSP00000071126	ENSMUSP00000071126.3	Or6c209	MGI Symbol
ENSMUSG00000094734	ENSMUSG00000094734.3	ENSMUST00000071126	ENSMUST00000071126.3	ENSMUSP00000071126	ENSMUSP00000071126.3	Or6c209	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000217094	ENSMUST00000217094.2	ENSMUSP00000151047	ENSMUSP00000151047.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000217094	ENSMUST00000217094.2	ENSMUSP00000151047	ENSMUSP00000151047.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000217094	ENSMUST00000217094.2	ENSMUSP00000151047	ENSMUSP00000151047.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000217094	ENSMUST00000217094.2	ENSMUSP00000151047	ENSMUSP00000151047.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000104903	ENSMUST00000104903.4	ENSMUSP00000100499	ENSMUSP00000100499.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000104903	ENSMUST00000104903.4	ENSMUSP00000100499	ENSMUSP00000100499.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000104903	ENSMUST00000104903.4	ENSMUSP00000100499	ENSMUSP00000100499.2	Or6c210	MGI Symbol
ENSMUSG00000108114	ENSMUSG00000108114.3	ENSMUST00000104903	ENSMUST00000104903.4	ENSMUSP00000100499	ENSMUSP00000100499.2	Or6c210	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000213294	ENSMUST00000213294.2	ENSMUSP00000148943	ENSMUSP00000148943.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000213294	ENSMUST00000213294.2	ENSMUSP00000148943	ENSMUSP00000148943.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000213294	ENSMUST00000213294.2	ENSMUSP00000148943	ENSMUSP00000148943.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000213294	ENSMUST00000213294.2	ENSMUSP00000148943	ENSMUSP00000148943.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000216067	ENSMUST00000216067.3	ENSMUSP00000149555	ENSMUSP00000149555.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000216067	ENSMUST00000216067.3	ENSMUSP00000149555	ENSMUSP00000149555.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000216067	ENSMUST00000216067.3	ENSMUSP00000149555	ENSMUSP00000149555.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000216067	ENSMUST00000216067.3	ENSMUSP00000149555	ENSMUSP00000149555.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000203424	ENSMUST00000203424.2	ENSMUSP00000145011	ENSMUSP00000145011.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000203424	ENSMUST00000203424.2	ENSMUSP00000145011	ENSMUSP00000145011.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000203424	ENSMUST00000203424.2	ENSMUSP00000145011	ENSMUSP00000145011.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000203424	ENSMUST00000203424.2	ENSMUSP00000145011	ENSMUSP00000145011.2	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000072063	ENSMUST00000072063.3	ENSMUSP00000071941	ENSMUSP00000071941.3	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000072063	ENSMUST00000072063.3	ENSMUSP00000071941	ENSMUSP00000071941.3	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000072063	ENSMUST00000072063.3	ENSMUSP00000071941	ENSMUSP00000071941.3	Or6c211	MGI Symbol
ENSMUSG00000058513	ENSMUSG00000058513.8	ENSMUST00000072063	ENSMUST00000072063.3	ENSMUSP00000071941	ENSMUSP00000071941.3	Or6c211	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000203785	ENSMUST00000203785.3	ENSMUSP00000144741	ENSMUSP00000144741.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000203785	ENSMUST00000203785.3	ENSMUSP00000144741	ENSMUSP00000144741.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000203785	ENSMUST00000203785.3	ENSMUSP00000144741	ENSMUSP00000144741.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000203785	ENSMUST00000203785.3	ENSMUSP00000144741	ENSMUSP00000144741.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000217576	ENSMUST00000217576.2	ENSMUSP00000150123	ENSMUSP00000150123.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000217576	ENSMUST00000217576.2	ENSMUSP00000150123	ENSMUSP00000150123.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000217576	ENSMUST00000217576.2	ENSMUSP00000150123	ENSMUSP00000150123.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000217576	ENSMUST00000217576.2	ENSMUSP00000150123	ENSMUSP00000150123.2	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000074713	ENSMUST00000074713.3	ENSMUSP00000074275	ENSMUSP00000074275.3	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000074713	ENSMUST00000074713.3	ENSMUSP00000074275	ENSMUSP00000074275.3	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000074713	ENSMUST00000074713.3	ENSMUSP00000074275	ENSMUSP00000074275.3	Or6c1	MGI Symbol
ENSMUSG00000093866	ENSMUSG00000093866.4	ENSMUST00000074713	ENSMUST00000074713.3	ENSMUSP00000074275	ENSMUSP00000074275.3	Or6c1	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000204641	ENSMUST00000204641.3	ENSMUSP00000145400	ENSMUSP00000145400.3	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000204641	ENSMUST00000204641.3	ENSMUSP00000145400	ENSMUSP00000145400.3	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000204641	ENSMUST00000204641.3	ENSMUSP00000145400	ENSMUSP00000145400.3	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000204641	ENSMUST00000204641.3	ENSMUSP00000145400	ENSMUSP00000145400.3	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000056736	ENSMUST00000056736.4	ENSMUSP00000055860	ENSMUSP00000055860.4	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000056736	ENSMUST00000056736.4	ENSMUSP00000055860	ENSMUSP00000055860.4	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000056736	ENSMUST00000056736.4	ENSMUSP00000055860	ENSMUSP00000055860.4	Or6c3b	MGI Symbol
ENSMUSG00000046041	ENSMUSG00000046041.5	ENSMUST00000056736	ENSMUST00000056736.4	ENSMUSP00000055860	ENSMUSP00000055860.4	Or6c3b	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000213331	ENSMUST00000213331.2	ENSMUSP00000150132	ENSMUSP00000150132.2	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000213331	ENSMUST00000213331.2	ENSMUSP00000150132	ENSMUSP00000150132.2	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000213331	ENSMUST00000213331.2	ENSMUSP00000150132	ENSMUSP00000150132.2	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000213331	ENSMUST00000213331.2	ENSMUSP00000150132	ENSMUSP00000150132.2	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000077312	ENSMUST00000077312.3	ENSMUSP00000076540	ENSMUSP00000076540.3	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000077312	ENSMUST00000077312.3	ENSMUSP00000076540	ENSMUSP00000076540.3	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000077312	ENSMUST00000077312.3	ENSMUSP00000076540	ENSMUSP00000076540.3	Or6c6c	MGI Symbol
ENSMUSG00000095401	ENSMUSG00000095401.3	ENSMUST00000077312	ENSMUST00000077312.3	ENSMUSP00000076540	ENSMUSP00000076540.3	Or6c6c	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000216794	ENSMUST00000216794.2	ENSMUSP00000149243	ENSMUSP00000149243.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000216794	ENSMUST00000216794.2	ENSMUSP00000149243	ENSMUSP00000149243.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000216794	ENSMUST00000216794.2	ENSMUSP00000149243	ENSMUSP00000149243.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000216794	ENSMUST00000216794.2	ENSMUSP00000149243	ENSMUSP00000149243.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000217219	ENSMUST00000217219.2	ENSMUSP00000149493	ENSMUSP00000149493.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000217219	ENSMUST00000217219.2	ENSMUSP00000149493	ENSMUSP00000149493.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000217219	ENSMUST00000217219.2	ENSMUSP00000149493	ENSMUSP00000149493.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000217219	ENSMUST00000217219.2	ENSMUSP00000149493	ENSMUSP00000149493.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000204717	ENSMUST00000204717.3	ENSMUSP00000145414	ENSMUSP00000145414.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000204717	ENSMUST00000204717.3	ENSMUSP00000145414	ENSMUSP00000145414.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000078876	ENSMUST00000078876.4	ENSMUSP00000092874	ENSMUSP00000092874.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000078876	ENSMUST00000078876.4	ENSMUSP00000092874	ENSMUSP00000092874.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000078876	ENSMUST00000078876.4	ENSMUSP00000092874	ENSMUSP00000092874.2	Or6c212	MGI Symbol
ENSMUSG00000096858	ENSMUSG00000096858.5	ENSMUST00000078876	ENSMUST00000078876.4	ENSMUSP00000092874	ENSMUSP00000092874.2	Or6c212	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000213239	ENSMUST00000213239.2	ENSMUSP00000149115	ENSMUSP00000149115.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000213239	ENSMUST00000213239.2	ENSMUSP00000149115	ENSMUSP00000149115.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000213239	ENSMUST00000213239.2	ENSMUSP00000149115	ENSMUSP00000149115.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000213239	ENSMUST00000213239.2	ENSMUSP00000149115	ENSMUSP00000149115.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000215142	ENSMUST00000215142.3	ENSMUSP00000150380	ENSMUSP00000150380.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000215142	ENSMUST00000215142.3	ENSMUSP00000150380	ENSMUSP00000150380.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000215142	ENSMUST00000215142.3	ENSMUSP00000150380	ENSMUSP00000150380.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000215142	ENSMUST00000215142.3	ENSMUSP00000150380	ENSMUSP00000150380.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000095245	ENSMUST00000095245.2	ENSMUSP00000092873	ENSMUSP00000092873.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000095245	ENSMUST00000095245.2	ENSMUSP00000092873	ENSMUSP00000092873.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000095245	ENSMUST00000095245.2	ENSMUSP00000092873	ENSMUSP00000092873.2	Or6c213	MGI Symbol
ENSMUSG00000071065	ENSMUSG00000071065.7	ENSMUST00000095245	ENSMUST00000095245.2	ENSMUSP00000092873	ENSMUSP00000092873.2	Or6c213	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000217106	ENSMUST00000217106.2	ENSMUSP00000150657	ENSMUSP00000150657.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000217106	ENSMUST00000217106.2	ENSMUSP00000150657	ENSMUSP00000150657.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000217106	ENSMUST00000217106.2	ENSMUSP00000150657	ENSMUSP00000150657.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000217106	ENSMUST00000217106.2	ENSMUSP00000150657	ENSMUSP00000150657.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000213379	ENSMUST00000213379.2	ENSMUSP00000149172	ENSMUSP00000149172.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000213379	ENSMUST00000213379.2	ENSMUSP00000149172	ENSMUSP00000149172.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000213379	ENSMUST00000213379.2	ENSMUSP00000149172	ENSMUSP00000149172.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000213379	ENSMUST00000213379.2	ENSMUSP00000149172	ENSMUSP00000149172.2	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000059038	ENSMUST00000059038.3	ENSMUSP00000049924	ENSMUSP00000049924.3	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000059038	ENSMUST00000059038.3	ENSMUSP00000049924	ENSMUSP00000049924.3	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000059038	ENSMUST00000059038.3	ENSMUSP00000049924	ENSMUSP00000049924.3	Or6c214	MGI Symbol
ENSMUSG00000050478	ENSMUSG00000050478.4	ENSMUST00000059038	ENSMUST00000059038.3	ENSMUSP00000049924	ENSMUSP00000049924.3	Or6c214	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000025333	ENSMUSG00000025333.11	ENSMUST00000026383	ENSMUST00000026383.4	ENSMUSP00000026383	ENSMUSP00000026383.4	Gpr143	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000203236	ENSMUST00000203236.3	ENSMUSP00000145315	ENSMUSP00000145315.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000203236	ENSMUST00000203236.3	ENSMUSP00000145315	ENSMUSP00000145315.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000203236	ENSMUST00000203236.3	ENSMUSP00000145315	ENSMUSP00000145315.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000203236	ENSMUST00000203236.3	ENSMUSP00000145315	ENSMUSP00000145315.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000060636	ENSMUST00000060636.2	ENSMUSP00000059714	ENSMUSP00000059714.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000060636	ENSMUST00000060636.2	ENSMUSP00000059714	ENSMUSP00000059714.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000060636	ENSMUST00000060636.2	ENSMUSP00000059714	ENSMUSP00000059714.2	Or6c65	MGI Symbol
ENSMUSG00000049894	ENSMUSG00000049894.4	ENSMUST00000060636	ENSMUST00000060636.2	ENSMUSP00000059714	ENSMUSP00000059714.2	Or6c65	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000203598	ENSMUST00000203598.3	ENSMUSP00000145037	ENSMUSP00000145037.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000203598	ENSMUST00000203598.3	ENSMUSP00000145037	ENSMUSP00000145037.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000203598	ENSMUST00000203598.3	ENSMUSP00000145037	ENSMUSP00000145037.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000203598	ENSMUST00000203598.3	ENSMUSP00000145037	ENSMUSP00000145037.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000059891	ENSMUST00000059891.3	ENSMUSP00000054949	ENSMUSP00000054949.4	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000059891	ENSMUST00000059891.3	ENSMUSP00000054949	ENSMUSP00000054949.4	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000059891	ENSMUST00000059891.3	ENSMUSP00000054949	ENSMUSP00000054949.4	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000059891	ENSMUST00000059891.3	ENSMUSP00000054949	ENSMUSP00000054949.4	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000218237	ENSMUST00000218237.2	ENSMUSP00000151711	ENSMUSP00000151711.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000218237	ENSMUST00000218237.2	ENSMUSP00000151711	ENSMUSP00000151711.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000218237	ENSMUST00000218237.2	ENSMUSP00000151711	ENSMUSP00000151711.2	Or6c76	MGI Symbol
ENSMUSG00000050251	ENSMUSG00000050251.6	ENSMUST00000218237	ENSMUST00000218237.2	ENSMUSP00000151711	ENSMUSP00000151711.2	Or6c76	MGI Symbol
ENSMUSG00000031486	ENSMUSG00000031486.16	ENSMUST00000178514	ENSMUST00000178514.8	ENSMUSP00000136277	ENSMUSP00000136277.2	Adgra2	MGI Symbol
ENSMUSG00000031486	ENSMUSG00000031486.16	ENSMUST00000178514	ENSMUST00000178514.8	ENSMUSP00000136277	ENSMUSP00000136277.2	Adgra2	MGI Symbol
ENSMUSG00000031486	ENSMUSG00000031486.16	ENSMUST00000033876	ENSMUST00000033876.14	ENSMUSP00000033876	ENSMUSP00000033876.8	Adgra2	MGI Symbol
ENSMUSG00000031486	ENSMUSG00000031486.16	ENSMUST00000033876	ENSMUST00000033876.14	ENSMUSP00000033876	ENSMUSP00000033876.8	Adgra2	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000217283	ENSMUST00000217283.2	ENSMUSP00000150364	ENSMUSP00000150364.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000217283	ENSMUST00000217283.2	ENSMUSP00000150364	ENSMUSP00000150364.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000217283	ENSMUST00000217283.2	ENSMUSP00000150364	ENSMUSP00000150364.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000217283	ENSMUST00000217283.2	ENSMUSP00000150364	ENSMUSP00000150364.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214206	ENSMUST00000214206.2	ENSMUSP00000149044	ENSMUSP00000149044.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214206	ENSMUST00000214206.2	ENSMUSP00000149044	ENSMUSP00000149044.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214206	ENSMUST00000214206.2	ENSMUSP00000149044	ENSMUSP00000149044.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214206	ENSMUST00000214206.2	ENSMUSP00000149044	ENSMUSP00000149044.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214878	ENSMUST00000214878.2	ENSMUSP00000150931	ENSMUSP00000150931.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214878	ENSMUST00000214878.2	ENSMUSP00000150931	ENSMUSP00000150931.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214878	ENSMUST00000214878.2	ENSMUSP00000150931	ENSMUSP00000150931.2	Or6c69b	MGI Symbol
ENSMUSG00000069421	ENSMUSG00000069421.5	ENSMUST00000214878	ENSMUST00000214878.2	ENSMUSP00000150931	ENSMUSP00000150931.2	Or6c69b	MGI Symbol
